合约代码,今开盘,最高价,最低价,成交量,成交金额,持仓量,持仓变化,今收盘,今结算,前结算,涨跌1,涨跌2,Delta
HO2606-P-2800,29,45.2,23.4,4126,1376.402,2553,18,33,33,18.2,14.8,14.8,-0.4570
HO2606-P-2850,60,76.4,45.2,3649,2174.646,2543,-273,60.8,60.2,37.4,23.4,22.8,-0.6730
HO2606-P-2900,90,116.8,79.8,1994,1879.976,3061,-127,100,98.4,70,30,28.4,-0.8460
HO2606-P-2950,140,161.4,123,1258,1776.31,1623,-241,144.4,144.4,111,33.4,33.4,-0.9290
HO2606-P-3000,182,207.4,169.8,925,1741.276,2213,-257,191.6,194.4,156.6,35,37.8,-0.9380
HO2606-P-3050,230.2,256.2,218,504,1190.572,605,-41,244.4,243,202.8,41.6,40.2,-0.9660
HO2606-P-3100,275.8,306.8,268.8,288,823.184,1091,-24,294.8,292.4,256.8,38,35.6,-0.9790
HO2606-P-3150,325.4,352.2,321,88,292.456,122,6,342.6,342,303.6,39,38.4,-0.9860
HO2606-P-3200,383.4,406.8,371.2,98,377.672,377,3,394.4,391.8,352.8,41.6,39,-0.9890
HO2606-P-3250,429.4,451.4,418.2,108,471.35,110,7,444,441.8,402.6,41.4,39.2,-0.9900
HO2606-P-3300,481,504,471,115,559.188,306,-7,493.6,491.8,451.2,42.4,40.6,-0.9910
HO2606-P-3350,550,550,550,4,22,24,-4,550,541.8,501.2,48.8,40.6,-0.9900
HO2606-P-3400,null,null,null,0,0,157,0,554.8,592,552.2,2.6,39.8,-0.9890
HO2606-P-3500,691,691,691,1,6.91,206,1,691,692.4,651.8,39.2,40.6,-0.9860
HO2607-C-2550,251,262.8,228,70,175.096,19,19,241.8,241.8,274.8,-33,-33,0.8980
HO2607-C-2600,203,217,187,39,81.702,42,6,193,199,226.2,-33.2,-27.2,0.8410
HO2607-C-2650,158.8,171.4,146.6,23,38.014,29,9,153.8,155,181.6,-27.8,-26.6,0.7840
HO2607-C-2700,130,143.2,109,369,461.27,354,206,118,118,139,-21,-21,0.6930
HO2607-C-2750,96.8,100.2,79.2,309,284.584,236,170,85,85,104.6,-19.6,-19.6,0.5870
HO2607-C-2800,60,75.4,58,604,405.108,513,185,61.8,61.8,75.2,-13.4,-13.4,0.4720
HO2607-C-2850,59,59,40.8,556,266.354,886,251,43.2,43.2,53.6,-10.4,-10.4,0.3660
HO2607-C-2900,46.8,46.8,29,1231,427.29,2561,296,32.2,32.2,39.2,-7,-7,0.2830
HO2607-C-2950,28,28.8,20.8,1699,422.7,8015,899,22,22,28.8,-6.8,-6.8,0.2090
HO2607-C-3000,15,18.2,13.2,535,84.754,1650,353,14.4,14.4,17.6,-3.2,-3.2,0.1480
HO2607-C-3050,13,13,10,298,32.846,829,-128,10.6,10.6,12,-1.4,-1.4,0.1110
HO2607-C-3100,4,10,4,217,16.968,898,-21,7.2,7.2,8.6,-1.4,-1.4,0.0800
HO2607-C-3150,6.8,6.8,5,59,3.59,324,33,5,5.6,6.2,-1.2,-0.6,0.0610
HO2607-C-3200,4.8,4.8,3.6,30,1.254,363,9,4,4,4.4,-0.4,-0.4,0.0450
HO2607-C-3250,3.8,3.8,2.8,31,1.046,284,4,3.4,3,3,0.4,0,0.0350
HO2607-C-3300,17.2,17.2,2.4,42,1.802,278,10,2.4,2.6,2.4,0,0.2,0.0290
HO2607-C-3350,2.6,2.6,2,38,0.842,200,24,2,2.2,2,0,0.2,0.0250
HO2607-C-3400,2,2.4,1.6,43,0.902,585,23,2,2,1.8,0.2,0.2,0.0210
HO2607-P-2550,6.4,9,5.8,305,21.952,243,243,7.4,6.8,2.4,5,4.4,-0.0820
HO2607-P-2600,9.8,14.6,9.4,216,23.786,657,62,10.4,10.4,7.8,2.6,2.6,-0.1230
HO2607-P-2650,18.6,25,15.6,400,78.146,503,103,18.4,18.4,13,5.4,5.4,-0.1960
HO2607-P-2700,31.6,40.2,27.2,335,107.214,616,22,31.4,31.4,22.8,8.6,8.6,-0.2940
HO2607-P-2750,48,61.8,44,479,236.81,635,211,50.4,50.4,36,14.4,14.4,-0.4090
HO2607-P-2800,59,88,59,443,332.088,1168,45,77.4,77.4,57.6,19.8,19.8,-0.5270
HO2607-P-2850,94.2,123.8,94.2,437,468.048,1184,-73,108.8,108.4,86.6,22.2,21.8,-0.6370
HO2607-P-2900,157.6,159.6,129,446,623.116,915,186,146.4,146.4,120.6,25.8,25.8,-0.7260
HO2607-P-2950,180,199.4,169.4,283,516.494,1300,133,191.6,185,160.2,31.4,24.8,-0.8100
HO2607-P-3000,226,240.8,209,48,105.434,252,6,229.4,229.4,198.2,31.2,31.2,-0.8630
HO2607-P-3050,264.6,283.8,264.6,27,73.574,154,5,274.6,273.6,242.6,32,31,-0.9160
HO2607-P-3100,317.8,330,303.4,76,237.264,155,35,326,320,288.6,37.4,31.4,-0.9530
HO2607-P-3150,370,371.4,370,7,24.894,93,1,371.4,368.2,336,35.4,32.2,-0.9750
HO2607-P-3200,406.6,422.8,397.6,30,121.238,71,12,422.8,420.8,383.8,39,37,-0.9530
HO2607-P-3250,461.8,476.2,461.8,12,55.35,81,3,474.2,469.8,432.8,41.4,37,-0.9630
HO2607-P-3300,496.2,520.6,496.2,21,106.108,97,8,520.6,519.2,482,38.6,37.2,-0.9690
HO2607-P-3350,558.8,569.6,558.8,8,44.522,67,2,569.6,568.8,531.4,38.2,37.4,-0.9740
HO2607-P-3400,611.2,622.4,595,23,139.288,129,5,615.8,618.4,580.6,35.2,37.8,-0.9770
HO2608-C-2550,null,null,null,0,0,0,0,272,249,272,0,-23,0.8170
HO2608-C-2600,209.4,215,209.4,5,10.792,3,0,215,207.4,231.2,-16.2,-23.8,0.7680
HO2608-C-2650,188,188,166.6,12,20.974,15,7,175.2,169.2,190.6,-15.4,-21.4,0.7060
HO2608-C-2700,152.4,152.6,131.2,4,5.748,18,0,131.2,135,154.2,-23,-19.2,0.6340
HO2608-C-2750,115.4,123.8,104.2,162,191.12,136,102,108,108.4,127.2,-19.2,-18.8,0.5520
HO2608-C-2800,83,98.6,82.2,124,106.05,215,99,83.6,84.2,96.4,-12.8,-12.2,0.4710
HO2608-C-2850,63,71.8,60.6,127,81.556,167,14,60.6,61.2,76,-15.4,-14.8,0.3870
HO2608-C-2900,57,57.6,48.8,126,68.46,95,-1,48.8,49.6,58.8,-10,-9.2,0.3220
HO2608-C-2950,44.4,44.6,39,24,10.186,61,5,41,37.4,44.8,-3.8,-7.4,0.2590
HO2608-C-3000,31.6,33.2,28.8,121,38.324,84,36,28.8,29.2,34.6,-5.8,-5.4,0.2100
HO2608-C-3050,26.6,27.8,23.2,49,12.942,53,40,23.2,22.2,27,-3.8,-4.8,0.1670
HO2608-C-3100,20.2,20.2,17.6,25,4.906,34,11,17.6,17.6,21,-3.4,-3.4,0.1350
HO2608-C-3150,15.2,16.6,13.6,90,13.692,198,-36,13.8,13.4,16.8,-3,-3.4,0.1060
HO2608-C-3200,13.6,13.6,11.2,17,2.166,26,-5,11.8,10.8,13.4,-1.6,-2.6,0.0870
HO2608-C-3250,8.8,8.8,8.8,4,0.376,16,2,8.8,8.8,11.2,-2.4,-2.4,0.0710
HO2608-C-3300,8.8,8.8,7.2,20,1.598,51,14,7.2,7.4,9,-1.8,-1.6,0.0600
HO2608-P-2550,21.6,23.4,20.6,45,9.77,45,45,23.2,21.2,12.2,11,9,-0.1590
HO2608-P-2600,27.4,34,27.4,35,10.474,131,-9,31.6,29.2,22,9.6,7.2,-0.2110
HO2608-P-2650,38.6,44.8,38.6,65,26.718,89,26,43.2,41,33.2,10,7.8,-0.2780
HO2608-P-2700,54,61.2,52.6,68,37.492,145,-12,59,57.2,45.8,13.2,11.4,-0.3570
HO2608-P-2750,74,85,73.6,100,80.576,220,57,79.2,77.6,63.6,15.6,14,-0.4430
HO2608-P-2800,103.4,108.4,96.4,16,16.46,44,4,108.4,103.6,86.6,21.8,17,-0.5320
HO2608-P-2850,135,135,126.4,6,7.598,49,-1,126.4,134.4,114.4,12,20,-0.6170
HO2608-P-2900,170.6,170.6,170.6,2,3.176,60,0,170.6,169,147,23.6,22,-0.6940
HO2608-P-2950,201.6,219.4,194.6,5,10.3,62,0,219.4,207.4,184,35.4,23.4,-0.7610
HO2608-P-3000,252.2,252.2,249,4,10.024,16,4,249,248.6,224,25,24.6,-0.8170
HO2608-P-3050,281.2,295.6,281.2,11,32.084,19,11,291.8,292.4,265.4,26.4,27,-0.8610
HO2608-P-3100,324.8,340.4,324.8,10,32.72,16,1,337.6,337.4,310.6,27,26.8,-0.8980
HO2608-P-3150,null,null,null,0,0,8,0,312.6,383,356.2,-43.6,26.8,-0.9310
HO2608-P-3200,417,432.2,417,2,8.492,20,2,432.2,430.8,402.6,29.6,28.2,-0.9510
HO2608-P-3250,null,null,null,0,0,8,0,404.4,478,450,-45.6,28,-0.9770
HO2608-P-3300,504.2,534.6,504,13,67.556,17,1,524,534,497.6,26.4,36.4,-0.9350
HO2609-C-2500,296.6,302.8,286.6,14,42.184,163,3,286.6,290,320,-33.4,-30,0.8330
HO2609-C-2600,223.2,227.2,202,64,136.88,534,41,213,211.8,238.2,-25.2,-26.4,0.7350
HO2609-C-2700,159,159.8,139.8,47,72.12,436,16,147,148.2,169.2,-22.2,-21,0.6060
HO2609-C-2800,103.2,112.4,94,162,162.192,785,41,96.2,99.8,114.6,-18.4,-14.8,0.4700
HO2609-C-2900,67.6,75,64,189,128.434,1462,129,66.8,66.8,78.4,-11.6,-11.6,0.3490
HO2609-C-3000,47,48.8,41.6,178,80.278,1336,68,45.6,45.6,52.8,-7.2,-7.2,0.2540
HO2609-C-3100,29.2,33.4,27.6,190,55.99,1064,101,28.2,28.2,33.2,-5,-5,0.1730
HO2609-C-3200,20.4,23.6,19.2,74,15.238,1037,-2,20,20,24.4,-4.4,-4.4,0.1260
HO2609-C-3300,15,16,14,32,4.694,622,-1,15,15,16.8,-1.8,-1.8,0.0950
HO2609-C-3400,11.6,11.6,10.4,83,9.036,1223,-6,10.4,10.4,11.8,-1.4,-1.4,0.0680
HO2609-C-3500,9,9.6,8.2,156,13.644,1316,111,8.2,8.2,9.2,-1,-1,0.0530
HO2609-P-2500,20,23.8,4.6,171,34.286,1396,34,19.8,20,15.2,4.6,4.8,-0.1400
HO2609-P-2600,35.4,46,34.6,165,66.328,1064,95,42,40.8,32.4,9.6,8.4,-0.2460
HO2609-P-2700,71,84,67,67,48.728,670,27,75.6,75.6,61,14.6,14.6,-0.3840
HO2609-P-2800,138,138,118.2,102,132.56,671,-27,130.4,126,106.4,24,19.6,-0.5320
HO2609-P-2900,175,202.8,175,83,159.306,701,12,197,194.4,169.4,27.6,25,-0.6610
HO2609-P-3000,262.6,281.6,262.6,41,112.144,404,3,277.6,271.4,243.2,34.4,28.2,-0.7670
HO2609-P-3100,347.4,370.4,342.2,18,61.95,335,4,354,354.4,324.8,29.2,29.6,-0.8530
HO2609-P-3200,440.8,461.4,440.8,38,171.97,239,-5,453,445.8,413.8,39.2,32,-0.9070
HO2609-P-3300,549,549,544.2,5,27.354,199,2,544.2,538.8,507,37.2,31.8,-0.9520
HO2609-P-3400,null,null,null,0,0,274,0,545.4,634,600.8,-55.4,33.2,-0.9890
HO2609-P-3500,721.8,738.4,721.8,33,239.85,358,6,736,741.6,697.8,38.2,43.8,-0.9420
HO2612-C-2500,305,308.8,290.4,9,26.958,78,7,290.4,295.6,324,-33.6,-28.4,0.7670
HO2612-C-2600,233.8,242,219.6,16,36.102,161,13,225.6,226.4,250,-24.4,-23.6,0.6750
HO2612-C-2700,165.2,171,165.2,5,8.338,199,3,171,169.6,191,-20,-21.4,0.5700
HO2612-C-2800,132,134.6,118.6,189,239.93,447,68,121.4,128.6,142.8,-21.4,-14.2,0.4680
HO2612-C-2900,94.8,102.4,89,98,94.052,672,41,92.4,95,110.2,-17.8,-15.2,0.3750
HO2612-C-3000,75,80,70,142,105.742,2153,104,70,71.2,85,-15,-13.8,0.2970
HO2612-C-3100,54.8,56,52.2,54,29.428,637,9,52.2,51.4,63.2,-11,-11.8,0.2300
HO2612-C-3200,43.6,45,39.8,36,15.422,477,20,39.8,38.8,49.4,-9.6,-10.6,0.1800
HO2612-C-3300,33.4,33.4,30.8,20,6.55,454,-19,30.8,30,38.2,-7.4,-8.2,0.1420
HO2612-C-3400,28,29.2,24.2,34,9.202,408,-15,24.2,23.8,30,-5.8,-6.2,0.1140
HO2612-C-3500,26,26,19.2,152,33.362,652,72,19.2,19.2,25.8,-6.6,-6.6,0.0930
HO2612-P-2500,35.2,46.2,34.2,559,231.174,1563,326,42.4,42.4,35.4,7,7,-0.2070
HO2612-P-2600,62.8,80,62.8,165,118.192,425,-3,75.8,74.8,63,12.8,11.8,-0.3100
HO2612-P-2700,103,122.2,100,42,47.094,814,23,115.4,112.6,100,15.4,12.6,-0.4200
HO2612-P-2800,150,175,150,261,428.418,692,223,162,162,150.6,11.4,11.4,-0.5380
HO2612-P-2900,223.6,242.2,223.6,55,127.916,811,39,240.4,233.4,215.4,25,18,-0.6380
HO2612-P-3000,307.6,318.6,307.6,36,111.068,467,6,318.6,313.6,288,30.6,25.6,-0.7150
HO2612-P-3100,399.6,407.8,390.8,7,27.932,387,-1,397.4,391.2,367,30.4,24.2,-0.7930
HO2612-P-3200,468,472.2,468,2,9.402,241,0,472.2,477.6,455.8,16.4,21.8,-0.8500
HO2612-P-3300,577.6,577.6,570.6,12,68.808,243,0,570.6,567.8,542.8,27.8,25,-0.8940
HO2612-P-3400,667,667,667,3,20.01,201,0,667,660,635.8,31.2,24.2,-0.9300
HO2612-P-3500,741.8,765,741.8,8,60.814,263,-3,760.4,754.4,733,27.4,21.4,-0.9580
HO2703-C-2500,329.8,329.8,317.8,6,19.282,77,1,317.8,319,349,-31.2,-30,0.7060
HO2703-C-2600,261.6,266.2,255.2,19,51.41,79,0,255.4,255,283.8,-28.4,-28.8,0.6310
HO2703-C-2700,210,210.6,202.6,12,25.15,38,4,202.6,201.4,221,-18.4,-19.6,0.5500
HO2703-C-2800,165.4,165.4,151.8,168,265.944,209,102,159.6,158.2,174.6,-15,-16.4,0.4690
HO2703-C-2900,130,132.8,125,83,108.574,669,-6,127.4,124.8,142,-14.6,-17.2,0.3950
HO2703-C-3000,101.6,104,98.8,43,43.732,162,-11,99.6,97.8,112,-12.4,-14.2,0.3280
HO2703-C-3100,82.8,84.2,75,118,94.264,250,-73,80,77.8,92.4,-12.4,-14.6,0.2720
HO2703-C-3200,71.4,71.4,68.6,3,2.114,80,-1,68.6,62.2,74.2,-5.6,-12,0.2260
HO2703-C-3300,59.2,59.2,51.6,14,7.556,94,0,51.6,50.2,63,-11.4,-12.8,0.1870
HO2703-C-3400,47.6,47.6,41.4,32,14.592,141,-10,43,41.2,51,-8,-9.8,0.1570
HO2703-P-2500,57,66.6,55.4,97,58.296,956,61,63.4,61.4,52,11.4,9.4,-0.2470
HO2703-P-2600,92.2,100.2,91,23,21.708,461,7,93.8,94.8,82.4,11.4,12.4,-0.3400
HO2703-P-2700,135.8,145.8,131.6,12,16.332,181,-1,140.2,141.2,127.2,13,14,-0.4410
HO2703-P-2800,184.4,198.4,182.6,106,202.798,213,95,195,194.8,177,18,17.8,-0.5410
HO2703-P-2900,259.2,262.8,251.4,13,33.358,169,0,262.8,257.2,243,19.8,14.2,-0.6380
HO2703-P-3000,null,null,null,0,0,104,0,267,329.2,309.6,-42.6,19.6,-0.7240
HO2703-P-3100,null,null,null,0,0,31,0,362.4,408,386.8,-24.4,21.2,-0.7980
HO2703-P-3200,null,null,null,0,0,25,0,450,490.8,468.6,-18.6,22.2,-0.8650
HO2703-P-3300,null,null,null,0,0,18,0,513.4,577,554.2,-40.8,22.8,-0.9260
HO2703-P-3400,671,671,671,1,6.71,42,0,671,710.4,642.2,28.8,68.2,-0.8280
小计,,,,61874,32316.04,119474,6553,,,,,,--
IC2606,8050,8095.2,7838,126464,20204508.3,138659,-1963,7935,7917,8202.6,-267.6,-285.6,--
IC2607,7950,8035,7781,9540,1513612.472,14366,1743,7876.6,7856.2,8135.4,-258.8,-279.2,--
IC2609,7850,7918.8,7662.2,59077,9229592.616,116581,2989,7755.4,7740.2,8017.8,-262.4,-277.6,--
IC2612,7700,7749.6,7493.8,17139,2619680.748,42338,2655,7592.8,7570.6,7840.2,-247.4,-269.6,--
小计,,,,212220,33567394.136,311944,5424,,,,,,--
IF2606,4700,4746,4640.2,89286,12591532.554,118426,-4237,4682.6,4679,4786.2,-103.6,-107.2,--
IF2607,4700,4707,4603.4,7271,1017426.348,13724,901,4641.4,4640,4747.6,-106.2,-107.6,--
IF2609,4614.8,4652,4547.2,39244,5423856.798,105592,2310,4588.8,4585.2,4691.4,-102.6,-106.2,--
IF2612,4550,4589,4488.8,11313,1543258.842,35107,857,4530,4526.6,4627.6,-97.6,-101,--
小计,,,,147114,20576074.542,272849,-169,,,,,,--
IH2606,2808.4,2833.2,2791.2,41918,3540331.998,56466,-1168,2813,2808.4,2849,-36,-40.6,--
IH2607,2788,2804.8,2764,4207,351725.508,8002,1749,2784,2782.6,2821.6,-37.6,-39,--
IH2609,2775.8,2787.4,2747,17192,1428899.508,45041,585,2768,2764,2804.6,-36.6,-40.6,--
IH2612,2758,2769,2727.8,4294,354339.486,12926,975,2746.4,2744.6,2785,-38.6,-40.4,--
小计,,,,67611,5675296.5,122435,2141,,,,,,--
IM2606,8117.8,8222,7962,200287,32494258.34,201883,1110,8072.8,8046.4,8298.6,-225.8,-252.2,--
IM2607,8000,8149,7889.6,15010,2414527.644,25314,4297,8000.6,7976.6,8219.2,-218.6,-242.6,--
IM2609,7891.8,7995,7740,82795,13053569.632,154115,4956,7843.2,7819,8063.4,-220.2,-244.4,--
IM2612,7730,7771.4,7521,28169,4319712.272,75443,3367,7630,7601.2,7841,-211,-239.8,--
小计,,,,326261,52282067.888,456755,13730,,,,,,--
IO2606-C-3400,1319.8,1332.2,1265,36,478.676,170,-3,1282.4,1284,1386.2,-103.8,-102.2,0.9800
IO2606-C-3500,1215,1226,1171.4,23,282.136,156,-2,1172.8,1179.2,1286.2,-113.4,-107,0.9940
IO2606-C-3600,1121,1121,1065.4,19,209.632,165,4,1075.6,1079.2,1186,-110.4,-106.8,0.9940
IO2606-C-3700,1027,1036,964.4,80,800.49,196,9,993,984.4,1086,-93,-101.6,0.9730
IO2606-C-3800,925.8,941.8,854.4,36,331.17,142,-3,877.4,879.2,986,-108.6,-106.8,0.9930
IO2606-C-3900,810,830.8,766.6,53,444.142,145,-10,780,779.4,886.2,-106.2,-106.8,0.9920
IO2606-C-3950,769,786.4,711.4,84,647.214,109,-15,730.2,734.8,836.2,-106,-101.4,0.9650
IO2606-C-4000,726.4,737.2,664.4,61,447.958,146,-7,695.8,685.2,786.2,-90.4,-101,0.9620
IO2606-C-4050,673,691.4,612.2,42,279.714,106,-3,646.4,635.8,736.4,-90,-100.6,0.9570
IO2606-C-4100,623.4,637,562.4,64,396.864,137,-3,578,586,686.4,-108.4,-100.4,0.9540
IO2606-C-4150,560,593,512.4,72,415.302,98,-2,533.6,537,636.6,-103,-99.6,0.9460
IO2606-C-4200,520.4,542.4,469.2,74,391.74,146,7,483.8,487,586.8,-103,-99.8,0.9420
IO2606-C-4250,471,488.8,397.8,80,381.994,75,3,434.2,437.8,537.2,-103,-99.4,0.9650
IO2606-C-4300,422,439.4,350,139,604.584,269,1,387.2,383.6,487.8,-100.6,-104.2,0.9520
IO2606-C-4350,373.6,394.6,323,93,346.718,79,-26,337.4,337.4,438.4,-101,-101,0.9230
IO2606-C-4400,326,342.2,265.6,152,490.71,616,-3,290,290,389.6,-99.6,-99.6,0.8990
IO2606-C-4450,272,301.2,224.2,165,436.272,258,-2,242.2,248,341.2,-99,-93.2,0.8470
IO2606-C-4500,227.6,257,173.4,355,786.816,1057,26,202,202,286,-84,-84,0.8080
IO2606-C-4550,183.4,211.8,135.6,843,1493.41,453,136,161.6,161.6,237.6,-76,-76,0.7430
IO2606-C-4600,195,195,101.4,3361,4565.112,2343,664,127.4,127.4,195.8,-68.4,-68.4,0.6570
IO2606-C-4650,104.4,131.4,74.2,3384,3396.738,1095,563,91,91,151.2,-60.2,-60.2,0.5680
IO2606-C-4700,70,97.2,52.2,11665,8701.912,4297,1080,63.2,63.2,113,-49.8,-49.8,0.4620
IO2606-C-4750,58,68.6,35.4,10095,5358.13,3246,1901,43.4,43.4,82.2,-38.8,-38.8,0.3570
IO2606-C-4800,30,47.6,24.2,12691,4569.94,6157,1888,28.6,28.6,57.2,-28.6,-28.6,0.2630
IO2606-C-4850,21.4,31.4,16,6792,1650.214,3915,688,18.8,18.8,38.4,-19.6,-19.6,0.1880
IO2606-C-4900,14.2,20.8,11.2,9102,1503.898,9064,709,12.4,12.4,25.4,-13,-13,0.1320
IO2606-C-4950,11,13.6,7.4,3895,421.112,5110,-207,8.2,8.2,16.2,-8,-8,0.0920
IO2606-C-5000,6.8,13,5.2,7981,601.576,12388,-123,6,6,9.6,-3.6,-3.6,0.0680
IO2606-C-5100,2.2,4.4,2.2,3224,110.956,5234,-1123,3.2,3.2,4.8,-1.6,-1.6,0.0370
IO2606-C-5200,2,3.4,1.6,3258,75.478,4791,-1518,2.2,2.2,3,-0.8,-0.8,0.0240
IO2606-C-5300,1,2.2,1,840,13.6,2025,-234,1.6,1.8,1.8,-0.2,0,0.0120
IO2606-C-5400,1.6,2.2,1.4,920,16.368,6003,-207,1.8,1.6,1.8,0,-0.2,0.0090
IO2606-C-5500,1,1.6,1,490,6.786,2256,-170,1.4,1.4,1.4,0,0,0.0120
IO2606-P-3400,0.6,0.8,0.4,113,0.68,1473,-40,0.8,0.8,0.6,0.2,0.2,-0.0040
IO2606-P-3500,0.8,0.8,0.6,23,0.152,524,-18,0.8,0.8,0.6,0.2,0.2,-0.0050
IO2606-P-3600,0.8,0.8,0.4,75,0.446,483,-41,0.8,0.8,0.6,0.2,0.2,-0.0050
IO2606-P-3700,0.6,0.8,0.6,84,0.52,330,-69,0.8,0.8,0.6,0.2,0.2,-0.0060
IO2606-P-3800,0.4,0.8,0.4,47,0.316,857,-27,0.8,0.8,0.6,0.2,0.2,-0.0060
IO2606-P-3900,1.2,1.2,0.8,180,1.84,350,-34,1.2,1.2,0.8,0.4,0.4,-0.0090
IO2606-P-3950,1.2,1.4,0.8,194,1.99,240,-16,1.4,1.2,0.8,0.6,0.4,-0.0110
IO2606-P-4000,0.8,1.8,0.8,276,3.726,1169,-7,1.6,1.6,0.8,0.8,0.8,-0.0130
IO2606-P-4050,1.8,2.2,1.2,239,3.864,142,13,2,1.8,0.8,1.2,1,-0.0160
IO2606-P-4100,2,2.6,1.4,289,5.654,424,-50,2.4,2.4,1,1.4,1.4,-0.0210
IO2606-P-4150,2.4,3.4,1.8,301,7.422,226,-15,2.8,2.8,1.2,1.6,1.6,-0.0250
IO2606-P-4200,2.8,4.4,2.2,390,12.718,1114,-35,3.6,3.6,1.6,2,2,-0.0320
IO2606-P-4250,3.4,5.4,2.4,487,17.762,365,-15,4.4,4.4,1.8,2.6,2.6,-0.0410
IO2606-P-4300,3.6,7.4,3,852,43.59,1160,38,5.8,5.8,2.2,3.6,3.6,-0.0540
IO2606-P-4350,6.4,10.4,4.2,796,57.474,636,-56,7.6,7.6,3,4.6,4.6,-0.0710
IO2606-P-4400,7.8,14.8,6,2711,261.544,2120,105,10.4,10.4,4,6.4,6.4,-0.0960
IO2606-P-4450,10.6,20.6,8.2,1377,174.724,1639,111,14.2,14.2,5.6,8.6,8.6,-0.1300
IO2606-P-4500,20,29.8,11.8,3603,715.646,4092,25,20.2,20.2,8.8,11.4,11.4,-0.1790
IO2606-P-4550,22,41.6,16.8,3814,989.792,1862,-17,28.4,28,11.4,17,16.6,-0.2420
IO2606-P-4600,26,58.6,24.2,6388,2430.33,3226,26,40.6,40.6,17.2,23.4,23.4,-0.3270
IO2606-P-4650,40,80.4,35.2,6836,3617.414,2088,-138,57.2,57.2,25,32.2,32.2,-0.4270
IO2606-P-4700,53.6,108.8,50.8,13688,9982.376,4709,309,79,79,37.6,41.4,41.4,-0.5410
IO2606-P-4750,72.2,142.6,72.2,8928,8637.77,2394,197,109.8,109.8,56.8,53,53,-0.6530
