date,sh_margin_y,source,fetched_at_utc
2012-01-17,225.82606058,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-01-18,225.64638461,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-01-19,221.61798417,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-01-20,210.88647331,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-01-30,216.53344631,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-01-31,220.14346641,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-01,223.66485298,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-02,223.96236472,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-03,225.15446802,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-06,227.84517940,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-07,233.13248252,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-08,233.04347745,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-09,233.64280534,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-10,231.86699954,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-13,236.08213305,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-14,238.60965648,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-15,241.79753364,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-16,244.91754154,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-17,244.78237341,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-20,247.72829932,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-21,249.69797018,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-22,252.23728541,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-23,255.09973452,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-24,256.07219924,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-27,259.53096751,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-28,261.73607268,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-02-29,264.21186475,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-01,266.93098407,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-02,270.48735068,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-05,275.45673775,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-06,279.25437822,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-07,283.22835473,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-08,285.53279578,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-09,286.98907823,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-12,293.13541336,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-13,295.06123404,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-14,299.62495014,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-15,300.30622336,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-16,300.40251162,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-19,305.89579776,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-20,308.81415456,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-21,311.84318827,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-22,312.58610141,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-23,313.24525878,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-26,313.10255462,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-27,316.52995174,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-28,317.25359177,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-29,314.66692094,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-03-30,308.55059829,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-05,310.36889547,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-06,312.03189503,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-09,313.12683905,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-10,313.15108010,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-11,316.50530805,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-12,316.58371384,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-13,313.21457781,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-16,315.51930384,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-17,317.01763328,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-18,317.13063485,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-19,317.63708953,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-20,316.97962487,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-23,319.19290664,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-24,318.86526859,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-25,320.22808570,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-26,322.07563433,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-04-27,319.96092316,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-02,323.74252299,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-03,329.14444024,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-04,329.29079712,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-07,334.67500884,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-08,338.93622504,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-09,344.51948648,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-10,350.40860645,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-11,351.15705765,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-14,356.28803242,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-15,361.52562663,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-16,367.79217694,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-17,367.87680964,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-18,368.21357488,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-21,371.26490787,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-22,370.79833553,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-23,370.72055664,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-24,375.28312047,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-25,375.35963602,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-28,375.98761062,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-29,376.76358273,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-30,379.85520066,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-05-31,383.63704389,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-01,383.93016442,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-04,392.01386102,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-05,393.41792121,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-06,395.85278444,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-07,398.24344326,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-08,397.19820736,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-11,399.15091233,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-12,401.18853209,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-13,403.66154559,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-14,404.63725268,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-15,404.24538156,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-18,407.74082626,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-19,409.59301472,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-20,409.71366211,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-21,412.16039765,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-25,413.28073117,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-26,413.66843299,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-27,414.52187393,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-28,415.54211158,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-06-29,413.52503305,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-02,416.51551679,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-03,417.75297474,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-04,419.79741991,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-05,419.80089686,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-06,420.71500783,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-09,424.33217425,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-10,426.77890401,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-11,427.63477754,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-12,429.58440250,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-13,429.95301769,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-16,429.54857532,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-17,428.50583006,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-18,430.01260903,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-19,431.33376716,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-20,432.93277130,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-23,435.20903617,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-24,436.73831708,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-25,436.28637939,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-26,436.05874770,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-27,435.46606535,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-30,436.00788260,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-07-31,433.97313276,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-08-01,434.73512880,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-08-02,435.60657150,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-08-03,436.44324473,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-08-06,439.83961626,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-08-07,443.81161170,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-08-08,443.82355250,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-08-09,446.55608409,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
2012-08-10,444.48470277,https://datacenter-web.eastmoney.com/api/data/v1/get,2026-08-03T09:11:06+00:00
